616.971, 825.8983, 10.05261, 0.3213391, 0.7647206, 10.05261, 0
619.4232, 833.6802, 9.918352, 0.3226162, 0.7719262, 9.918352, 1
634.173, 871.2723, 9.287414, 0.3302984, 0.8067336, 9.287414, 2
645.166, 892.3979, 8.941117, 0.3360239, 0.8262944, 8.941117, 3
649.2114, 899.1336, 8.831062, 0.3381309, 0.8325311, 8.831062, 4
649.2114, 899.1336, 8.831062, 0.3381309, 0.8325311, 8.831062, 5
653.4534, 905.6959, 8.723696, 0.3403403, 0.8386073, 8.723696, 6
653.4534, 905.6959, 8.723696, 0.3403403, 0.8386073, 8.723696, 7
657.8954, 912.0723, 8.61902, 0.3426538, 0.8445113, 8.61902, 8
662.5406, 918.2496, 8.517032, 0.3450732, 0.8502312, 8.517032, 9
662.5406, 918.2496, 8.517032, 0.3450732, 0.8502312, 8.517032, 10
667.3918, 924.215, 8.417732, 0.3475999, 0.8557547, 8.417732, 11
672.4518, 929.955, 8.321122, 0.3502353, 0.8610694, 8.321122, 12
672.4518, 929.955, 8.321122, 0.3502353, 0.8610694, 8.321122, 13
677.723, 935.4561, 8.227201, 0.3529807, 0.866163, 8.227201, 14
683.2075, 940.7043, 8.135968, 0.3558372, 0.8710225, 8.135968, 15
688.9069, 945.686, 8.047424, 0.3588057, 0.8756351, 8.047424, 16
688.9069, 945.686, 8.047424, 0.3588057, 0.8756351, 8.047424, 17
694.8228, 950.3873, 7.961569, 0.3618869, 0.8799882, 7.961569, 18
694.8228, 950.3873, 7.961569, 0.3618869, 0.8799882, 7.961569, 19
700.9561, 954.7939, 7.878403, 0.3650813, 0.8840684, 7.878403, 20
700.9561, 954.7939, 7.878403, 0.3650813, 0.8840684, 7.878403, 21
707.3074, 958.8922, 7.797926, 0.3683892, 0.8878631, 7.797926, 22
707.3074, 958.8922, 7.797926, 0.3683892, 0.8878631, 7.797926, 23
713.8768, 962.668, 7.720138, 0.3718109, 0.8913592, 7.720138, 24
713.8768, 962.668, 7.720138, 0.3718109, 0.8913592, 7.720138, 25
720.6643, 966.1076, 7.645038, 0.375346, 0.8945441, 7.645038, 26
720.6643, 966.1076, 7.645038, 0.375346, 0.8945441, 7.645038, 27
727.6689, 969.1974, 7.572627, 0.3789943, 0.897405, 7.572627, 28
727.6689, 969.1974, 7.572627, 0.3789943, 0.897405, 7.572627, 29
727.6689, 969.1974, 7.572627, 0.3789943, 0.897405, 7.572627, 30
734.8896, 971.9238, 7.502905, 0.382755, 0.8999294, 7.502905, 31
